ndc,year,name
000064827,2009,VARICELLA VIRUS VACCINE LIVE VARIVAX POWDER FOR INJECTION
000064827,2010,VARICELLA VIRUS VACCINE LIVE VARIVAX INJECTION FOR SUSPENSION
000064827,2018,VARICELLA VIRUS VACCINE LIVE
000064831,2010,VAQTA SOLUTION INJECTION HEPATITIS A VACCINE INACTIVATED PEDIATRIC ADOLESCENT FORMULATION
000064831,2018,"HEPATITIS A VACCINE, INACTIVATED"
000064841,2010,VAQTA SOLUTION INJECTION HEPATITIS A VACCINE INACTIVATED ADULT FORMULATION
000064841,2018,"HEPATITIS A VACCINE, INACTIVATED"
000064897,2010,LIQUID PEDVAXHIB INJECTION SUSPENSION
000064897,2018,HAEMOPHILUS B CONJUGATE VACCINE (MENINGOCOCCAL PROTEIN CONJUGATE)
000064898,2010,COMVAX SUSPENSION FOR INJECTION VACCINE
000064898,2016,HAEMOPHILUS B CONJUGATE (MENINGOCOCCAL PROTEIN CONJUGATE) AND HEPATITIS B (RECOMBINANT) VACCINE
000064943,2005,PNUEMOVAX 23 INJECTION PNEUMOCOCCAL VACCINE POLYVALENT
000064943,2010,PNEUMOVAX 23 INJECTION
000064943,2018,PNEUMOCOCCAL VACCINE POLYVALENT
000064963,2010,ZOSTAVAX INJECTION
000064963,2018,ZOSTER VACCINE LIVE
000064980,2010,HEPATITIS B VACCINE RECOMBIVAX HB INJECTION
000064980,2013,HEPATITIS B VACCINE (RECOMBINANT)
000064981,2010,HEPATITIS B VACCINE RECOMBIVAX HB PEDIATRIC AND ADOLESCENT INJECTION
000064981,2018,HEPATITIS B VACCINE (RECOMBINANT)
000064992,2010,HEPATITIS B VACCINE DIALYSIS FORMULATION INJECTION
000064992,2018,HEPATITIS B VACCINE (RECOMBINANT)
000064995,2010,HEPATITIS B VACCINE RECOMBIANT ADULT FORMULATION INJECTION
000064995,2018,HEPATITIS B VACCINE (RECOMBINANT)
000064999,2010,PROQUAD POWDER FOR INJECTION
000064999,2018,"MEASLES, MUMPS, RUBELLA AND VARICELLA VIRUS VACCINE LIVE"
000065020,2010,NEXIUM CAPSULES DELAYED RELEASE
000065020,2010,NEXIUM DELAYED RELEASE CAPSULES
000067753,2006,MUSTARGEN
000067753,2010,MUSTARGEN FOR INJECTION
000067753,2010,MUSTARGEN INJECTION
000070840,2002,INFANRIX
000070840,2010,INFANRIX INJECTION
000070856,2005,ENGERIX B HEPATITIS B VACCINE PRSERVATIVE FREE
000070856,2007,ENGERIX B HEPATITIS B VACCINE
000073148,2010,AVANDARYL TABLETS
000073148,2012,ROSIGLITAZONE MALEATE AND GLIMEPIRIDE
000073149,2010,AVANDARYL TABLETS
000073149,2012,ROSIGLITAZONE MALEATE AND GLIMEPIRIDE
000073151,2009,AVANDARYL (ROSIGLITAZONE MALEATE & GLIMEPIRIDE) TABLETS
000073151,2010,AVANDARYL ROSIGLITAZONE MALEATE AND GLIMEPIRIDE TABLETS
000073151,2012,ROSIGLITAZONE MALEATE AND GLIMEPIRIDE
000073152,2009,AVANDARYL (ROSIGLITAZONE MALEATE & GLIMEPIRIDINE) TABLETS
000073152,2010,AVANDARYL ROSIGLITAZONE MALEATE AND GLIMEPIRIDE TABLETS
000073152,2012,ROSIGLITAZONE MALEATE AND GLIMEPIRIDE
000073153,2009,AVANDARYL (ROSIGLITAZONE MALEATE & GLIMEPIRIDE) TABLETS
000073153,2010,AVANDARYL ROSIGLITAZONE MALEATE AND GLIMEPIRIDE TABLETS
000073153,2012,ROSIGLITAZONE MALEATE AND GLIMEPIRIDE
000073163,2010,AVANDAMET TABLETS
000073163,2012,ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE
000073164,2010,AVANDAMET TABLETS
000073164,2012,ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE
000073167,2010,AVANDAMET TABLETS
000073167,2012,ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE
000073168,2010,AVANDAMET TABLETS
000073168,2012,ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE
000073230,2009,ARIXTRA INJECTION SOLUTION
000073230,2010,ARIXTRA INJECTION
000073230,2016,FONDAPARINUX SODIUM
000073232,2010,ARIXTRA INJECTION SOLUTION
000073232,2016,FONDAPARINUX SODIUM
000073234,2010,ARIXTRA INJECTION
000073234,2010,ARIXTRA INJECTION SOLUTION
000073234,2016,FONDAPARINUX SODIUM
000073236,2010,ARIXTRA INJECTION
000073236,2010,ARIXTRA INJECTION SOLUTION
000073236,2016,FONDAPARINUX SODIUM
000073260,2010,BEXXAR TOSITUMOMAB KIT/DOSIMETRIC 1
000073260,2014,TOSITUMOMAB
000073261,2009,BEXXAR VIAL 20ML DOSIMETRIC IODINE I-131
000073261,2010,BEXXAR VIAL 20ML DOSIMETRIC IODINE I-131 INJECTION SOLUTION
000073261,2014,TOSITUMOMAB I-131
000073262,2009,BEXXAR VIAL 20 ML THERAPEUTIC IODINE
000073262,2010,BEXXAR VIAL 20 ML THERAPEUTIC IODINE INJECTION SOLUTION
000073262,2014,TOSITUMOMAB I-131
000073370,2010,COREG CR EXTENDED RELEASE CAPSULES
000073370,2018,CARVEDILOL PHOSPHATE
000073371,2009,COREG CR CAPSULES
000073371,2010,COREG CR CAPSULES ER
000073371,2018,CARVEDILOL PHOSPHATE
000073372,2009,COREG CR CAPSULES
000073372,2010,COREG CR EXTENDED RELEASE CAPSULES
000073372,2018,CARVEDILOL PHOSPHATE
000073373,2009,COREG CR CAPSULES
000073373,2010,COREG CR EXTENDED RELEASE CAPSULES
000073373,2018,CARVEDILOL PHOSPHATE
000073512,2005,DEXEDRINE CAPSULES
000073512,2010,DEXEDRINE CAPSULES EXTENDED RELEASE
000073512,2010,DEXEDRINE EXTENDED RELEASE CAPSULES
000073512,2012,DEXTROAMPHETAMINE SULFATE
000073513,2009,DEXEDRINE CAPSULES
000073513,2010,DEXEDRINE CAPSULES EXTENDED RELEASE
000073513,2010,DEXEDRINE EXTENDED RELEASE CAPSULES
000073513,2012,DEXTROAMPHETAMINE SULFATE
000073514,2009,DEXEDRINE CAPSULES
000073514,2010,DEXEDRINE CAPSULES EXTENDED RELEASE
000073514,2010,DEXEDRINE EXTENDED RELEASE CAPSULES
000073514,2012,DEXTROAMPHETAMINE SULFATE
000073650,2010,DYAZIDE CAPSULES
000073650,2018,HYDROCHLOROTHIAZIDE AND TRIAMTERENE
000074139,2010,COREG TABLETS
000074139,2018,CARVEDILOL
000074140,2010,COREG TABLETS
000074140,2018,CARVEDILOL
000074141,2010,COREG TABLETS
000074141,2018,CARVEDILOL
000074142,2010,COREG TABLETS
000074142,2018,CARVEDILOL
000074201,2010,HYCAMTIN POWDER FOR INJECTION
000074201,2010,HYCAMTIN POWDER FOR INJECTION SOLUTION
000074201,2018,TOPOTECAN HYDROCHLORIDE
000074205,2010,HYCAMTIN CAPSULES
000074205,2017,TOPOTECAN HYDROCHLORIDE
000074207,2010,HYCAMTIN CAPSULES
000074207,2017,TOPOTECAN HYDROCHLORIDE
000074401,2009,ARRANON (NELARABINE) INJECTION
000074401,2010,ARRANON INJECTION
000074401,2018,NELARABINE
000074407,2009,ARGATROBAN INJECTION
000074407,2010,ARGATROBAN SOLUTION FOR INJECTION
000074407,2018,ARGATROBAN
000074471,2010,PARNATE TABLETS
000074471,2014,TRANYLCYPROMINE SULFATE
000074640,2010,PROMACTA TABLETS
000074640,2018,ELTROMBOPAG OLAMINE
000074641,2010,PROMACTA TABLETS
000074641,2018,ELTROMBOPAG OLAMINE
000074642,2010,PROMACTA TABLETS
000074642,2018,ELTROMBOPAG OLAMINE
000074882,2010,REQUIP XL TABLET FILM COATED EXTENED RELEASE
000074882,2010,REQUIP XL TABLETS
000074882,2018,ROPINIROLE HYDROCHLORIDE
000074883,2010,REQUIP XL TABLET FILM COATED EXTENDED RELEASE
000074883,2010,REQUIP XL TABLETS
000074883,2018,ROPINIROLE HYDROCHLORIDE
000074885,2010,REQUIP XL TABLET FILM COATED EXTENDED RELEASE
000074885,2010,REQUIP XL TABLETS
000074885,2018,ROPINIROLE HYDROCHLORIDE
000074887,2010,REQUIP XL TABLET FILM COATED EXTENDED RELEASE
000074887,2010,REQUIP XL TABLETS
000074887,2018,ROPINIROLE HYDROCHLORIDE
000074888,2010,REQUIP XL TABLET FILM COATED EXTENDED RELEASE
000074888,2010,REQUIP XL TABLETS
000074888,2018,ROPINIROLE HYDROCHLORIDE
000074890,2010,REQUIP TABLETS
000074890,2018,ROPINIROLE
000074891,2010,REQUIP TABLETS
000074891,2018,ROPINIROLE
000074892,2010,REQUIP TABLETS
000074892,2018,ROPINIROLE
000074893,2010,REQUIP TABLETS
000074893,2018,ROPINIROLE
000074894,2010,REQUIP TABLETS
000074894,2018,ROPINIROLE
000074895,2010,REQUIP TABLETS
000074895,2018,ROPINIROLE
000074896,2010,REQUIP TABLETS
000074896,2018,ROPINIROLE
000075180,2010,ALTABAX OINTMENT
000075180,2016,RETAPAMULIN
000075500,2010,ALBENZA TABLETS
000075500,2012,ALBENDAZOLE
000080045,2010,VINORELBINE INJECTION
000080045,2018,VINORELBINE TARTRATE
000080407,2010,ANTIVENIN MICRURUS FULVIUS
000080407,2016,ANTIVENIN (MICRURUS FULVIUS)
000080407,2016,CORAL SNAKE (MICRURUS FULVIUS) IMMUNE GLOBULIN ANTIVENIN (EQUINE)
000080606,2010,PANTOPRAZOLE SODIUM TABLETS DELAYED RELEASE
000080606,2010,PANTROPRAZOLE SODIUM TABLETS DELAYED RELEASE
000080606,2017,PANTOPRAZOLE SODIUM
000080607,2010,PANTOPRAZOLE SODIUM TABLETS DELAYED RELEASE
000080607,2017,PANTOPRAZOLE SODIUM
000080701,2010,EFFEXOR TABLETS
000080701,2012,VENLAFAXINE HYDROCHLORIDE
000080703,2010,EFFEXOR TABLETS
000080703,2012,VENLAFAXINE HYDROCHLORIDE
000080704,2010,EFFEXOR TABLETS
000080704,2012,VENLAFAXINE HYDROCHLORIDE
000080705,2010,EFFEXOR TABLETS
000080705,2012,VENLAFAXINE HYDROCHLORIDE
000080781,2010,EFFEXOR TABLETS
000080781,2012,VENLAFAXINE HYDROCHLORIDE
000080814,2004,CORDARONE IV SOLUTION
000080814,2006,CORDARONE IV SOLUTION INJECTION
000080833,2009,EFFEXOR XR CAPSULES EXTENDED RELEASE
000080833,2010,EFFEXOR CAPSULES EXTENDED RELEASE
000080833,2018,VENLAFAXINE HYDROCHLORIDE
000080836,2010,EFFEXOR XR CAPSULES EXTENDED RELEASE
000080836,2018,VENLAFAXINE HYDROCHLORIDE
000080837,2006,EFFEXOR XR CAPSULES EXTENDED RELEASE
000080837,2010,EFFEXOR CAPSULES EXTENDED RELEASE
000080837,2018,VENLAFAXINE HYDROCHLORIDE
000080841,2002,PROTONIX TABLETS
000080841,2010,PROTONIX TABLETS DELAYED RELEASE
000080841,2018,PANTOPRAZOLE SODIUM
000080843,2010,PROTONIX TABLETS DELAYED RELEASE
000080843,2018,PANTOPRAZOLE SODIUM
000080844,2010,PROTONIX ORAL SUSPENSION DELAYED RELEASE
000080844,2018,PANTOPRAZOLE SODIUM
000080923,2010,PROTONIX IV FOR INJECTION
000080923,2018,PANTOPRAZOLE SODIUM
000081030,2010,RAPAMUNE ORAL SOLUTION
000081030,2018,SIROLIMUS
000081040,2010,RAPAMUNE SIROLIMUS TABLETS
000081040,2010,RAPAMUNE TABLETS
000081040,2018,SIROLIMUS
000081041,2010,RAPAMUNE TABLETS
000081041,2018,SIROLIMUS
000081042,2010,RAPAMUNE TABLETS
000081042,2018,SIROLIMUS
000081117,2010,LYBREL TABLETS
000081117,2013,LEVONORGESTREL AND ETHINYL ESTRADIOL
000081179,2010,TORISEL KIT
000081179,2010,TORISEL SOLUTION FOR INJECTION KIT
000081179,2018,TEMSIROLIMUS
000081211,2009,PRISTIQ TABLET EXTENDED RELEASE
000081211,2010,PRISTIQ TABLETS EXTENDED RELEASE
000081211,2018,DESVENLAFAXINE SUCCINATE
000081218,2010,RELISTOR SUBCUTANEOUS INJECTION SOLUTION
000081218,2013,METHYLNALTREXONE BROMIDE
000081222,2010,PRISTIQ TABLETS EXTENDED RELEASE
000081222,2018,DESVENLAFAXINE SUCCINATE
000082513,2010,RELISTOR SUBCUTANEOUS KIT
000082513,2013,METHYLNALTREXONE BROMIDE
000082514,2010,LO OVRAL 28 TABLETS
000082514,2013,NORGESTREL AND ETHINYL ESTRADIOL
000084117,2010,TRECATOR TABLETS
000084117,2018,ETHIONAMIDE
000084188,2010,CORDARONE TABLETS
000084188,2016,AMIODARONE HYDROCHLORIDE
000084510,2010,MYLOTARG INJECTION
000084510,2018,GEMTUZUMAB OZOGAMICIN
000084990,2010,TYGACIL FOR INJECTION
000084990,2018,TIGECYCLINE
000090003,2010,SOLU MEDROL FOR INJECTION
000090003,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090005,2010,SOLU CORTEF INJECTION
000090005,2018,HYDROCORTISONE SODIUM SUCCINATE
000090011,2010,SOLU CORTEF INJECTION
000090011,2018,HYDROCORTISONE SODIUM SUCCINATE
000090012,2010,CORTEF TABLETS
000090012,2018,HYDROCORTISONE
000090013,2010,SOLU CORTEF INJECTION
000090013,2018,HYDROCORTISONE SODIUM SUCCINATE
000090016,2010,SOLU CORTEF INJECTION
000090016,2018,HYDROCORTISONE SODIUM SUCCINATE
000090017,2010,HALCION TABLETS
000090017,2018,TRIAZOLAM
000090018,2010,SOLU MEDROL FOR INJECTION
000090018,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090022,2010,MEDROL TABLETS
000090022,2018,METHYLPREDNISOLONE
000090024,2010,DIDREX TABLETS
000090024,2015,BENZPHETAMINE HYDROCHLORIDE
000090029,2010,XANAX TABLETS
000090029,2018,ALPRAZOLAM
000090031,2010,CORTEF TABLETS
000090031,2018,HYDROCORTISONE
000090039,2010,SOLU MEDROL FOR INJECTION
000090039,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090044,2010,CORTEF TABLETS
000090044,2018,HYDROCORTISONE
000090047,2010,SOLU MEDROL FOR INJECTION
000090047,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090049,2010,MEDROL TABLETS
000090049,2016,METHYLPREDNISOLONE
000090050,2010,PROVERA TABLETS
000090050,2018,MEDROXYPROGESTERONE ACETATE
000090055,2010,XANAX TABLETS
000090055,2018,ALPRAZOLAM
000090056,2010,MEDROL DOSEPACK TABLETS
000090056,2010,MEDROL TABLETS
000090056,2018,METHYLPREDNISOLONE
000090057,2005,XANAX EXTENDED RELEASE TABLETS
000090057,2010,XANAX XR TABLETS
000090057,2018,ALPRAZOLAM
000090059,2005,XANAX EXTENDED RELEASE TABLETS
000090059,2010,XANAX XR TABLETS
000090059,2018,ALPRAZOLAM
000090064,2010,PROVERA TABLETS
000090064,2018,MEDROXYPROGESTERONE ACETATE
000090066,2005,XANAX EXTENDED RELEASE TABLET
000090066,2010,XANAX XR TABLETS
000090066,2018,ALPRAZOLAM
000090068,2010,XANAX EXTENDED RELEASE TABLETS
000090068,2018,ALPRAZOLAM
000090073,2010,MEDROL TABLETS
000090073,2018,METHYLPREDNISOLONE
000090090,2010,XANAX TABLETS
000090090,2018,ALPRAZOLAM
000090094,2010,XANAX TABLETS
000090094,2018,ALPRAZOLAM
000090113,2010,SOLU-MEDROL INJECTION
000090113,2013,METHYLPREDNISOLONE SODIUM SUCCINATE
000090131,2010,MICRONASE TABLETS
000090131,2014,GLYBURIDE
000090141,2010,MICRONASE TABLETS
000090141,2014,GLYBURIDE
000090171,2010,MICRONASE TABLETS
000090171,2014,GLYBURIDE
000090176,2010,MEDROL TABLETS
000090176,2018,METHYLPREDNISOLONE
000090190,2010,SOLU MEDROL INJECTION
000090190,2013,METHYLPREDNISOLONE SODIUM SUCCINATE
000090225,2008,CLEOCIN HCL CAPSULES
000090225,2010,CLINDAMYCIN HYDROCHLORIDE CAPSULES
000090225,2018,CLINDAMYCIN HYDROCHLORIDE
000090233,2010,BACITRACIN FOR INJECTION
000090233,2010,BACITRACIN FOR INJECTION USP
000090233,2018,BACITRACIN
000090260,2010,COLESTID GRANULES
000090260,2018,COLESTIPOL HYDROCHLORIDE
000090271,2010,DEPO ESTRADIOL CYPIONATE INJECTION
000090271,2010,DEPO ESTRADIOL INJECTION
000090271,2018,ESTRADIOL CYPIONATE
000090274,2010,DEPO-MEDROL INJECTION
000090274,2010,DEPO-MEDROL INJECTION SUSPENSION
000090274,2018,METHYLPREDNISOLONE ACETATE
000090280,2010,DEPO MEDROL INJECTABLE SUSPENSION
000090280,2010,DEPO MEDROL INJECTION
000090280,2010,DEPO MEDROL INJECTION SUSPENSION
000090280,2018,METHYLPREDNISOLONE ACETATE
000090286,2010,PROVERA TABLETS
000090286,2018,MEDROXYPROGESTERONE ACETATE
000090306,2010,DEPO MEDROL INJECTABLE SUSPENSION
000090306,2010,DEPO MEDROL INJECTION
000090306,2010,DEPO MEDROL INJECTION SUSPENSION
000090306,2018,METHYLPREDNISOLONE ACETATE
000090331,2010,CLEOCIN HCL CAPSULES
000090331,2018,CLINDAMYCIN HYDROCHLORIDE
000090341,2009,GLYNASE PRESTAB
000090341,2010,GLYNASE PRESTAB TABLETS
000090341,2018,GLYBURIDE
000090347,2010,DEPO TESTOSTERONE CYPIONATE INJECTION
000090347,2010,DEPO TESTOSTERONE INJECTION
000090347,2018,TESTOSTERONE CYPIONATE
000090352,2010,GLYNASE PRESTAB TABLETS
000090352,2018,GLYBURIDE
000090370,2010,FLAVORED COLESTID GRANULES
000090370,2018,COLESTIPOL HYDROCHLORIDE
000090395,2008,CLEOCIN HCL CAPSULES
000090395,2010,CLINDAMYCIN HYDROCHLORIDE CAPSULES
000090395,2018,CLINDAMYCIN HYDROCHLORIDE
000090417,2010,DEPO TESTOSTERONE CYPIONATE INJECTION
000090417,2010,DEPO TESTOSTERONE INJECTION
000090417,2018,TESTOSTERONE CYPIONATE
000090436,2010,R GENE 10 ARGININE HYDROCHLORIDE INJECTION
000090436,2010,R GENE 10 ARGININE HYDROCHLORIDE INJECTION USP
000090436,2018,ARGININE HYDROCHLORIDE
000090450,2010,COLESTID TABLETS
000090450,2018,COLESTIPOL HYDROCHLORIDE
000090555,2010,LINCOCIN INJECTION
000090555,2012,LINCOMYCIN
000090555,2018,LINCOMYCIN HYDROCHLORIDE
000090626,2010,DEPO PROVERA INJECTION
000090626,2018,MEDROXYPROGESTERONE ACETATE
000090698,2009,SOLU-MEDROL INJECTION
000090698,2010,SOLU-MEDROL FOR INJECTION
000090698,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090728,2010,CLEOCIN PHOSPHATE INJECTION
000090728,2018,CLINDAMYCIN PHOSPHATE
000090746,2010,DEPO PROVERA CONTRACEPTIVE INJECTION
000090746,2018,MEDROXYPROGESTERONE ACETATE
000090758,2009,SOLU MEDROL INJECTION
000090758,2010,SOLU MEDROL FOR INJECTION
000090758,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090760,2010,CLEOCIN PEDIATRIC ORAL SOLUTION
000090760,2010,CLEOCIN PEDIATRIC ORAL SUSPENSION
000090760,2018,CLINDAMYCIN PALMITATE HYDROCHLORIDE
000090765,2010,SOLU MEDROL INJECTION
000090765,2013,METHYLPREDNISOLONE SODIUM SUCCINATE
000090775,2010,CLEOCIN PHOSPHATE INJECTION
000090775,2018,CLINDAMYCIN PHOSPHATE
000090796,2010,SOLU MEDROL INJECTION
000090796,2018,METHYLPREDNISOLONE SODIUM SUCCINATE
000090825,2010,SOLU CORTEF INJECTION
000090825,2018,HYDROCORTISONE SODIUM SUCCINATE
000090827,2010,PROSTIN E2 VAGINAL SUPPOSITORY
000090827,2018,DINOPROSTONE
000090856,2010,HEMABATE INJECTION
000090856,2018,CARBOPROST TROMETHAMINE
000090870,2010,CLEOCIN PHOSPHATE INJECTION
000090870,2018,CLINDAMYCIN PHOSPHATE
000090900,2010,SOLU CORTEF INJECTION
000090900,2010,SOLU CORTEF STERILE POWDER FOR INJECTION
000090900,2014,HYDROCORTISONE SODIUM SUCCINATE
000090902,2010,CLEOCIN PHOSPHATE INJECTION
000090902,2018,CLINDAMYCIN PHOSPHATE
000090909,2010,SOLU CORTEF INJECTION
000090909,2010,SOLU CORTEF STERILE POWDER FOR INJECTION
000090909,2014,HYDROCORTISONE SODIUM SUCCINATE
000090912,2010,SOLU CORTEF INJECTION
000090912,2010,SOLU CORTEF STERILE POWDER FOR INJECTION
000090912,2014,HYDROCORTISONE SODIUM SUCCINATE
000090920,2010,SOLU CORTEF STERILE POWDER FOR INJECTION
000090920,2014,HYDROCORTISONE SODIUM SUCCINATE
000093073,2010,DEPO MEDROL INJECTABLE SUSPENSION
000093073,2010,DEPO MEDROL STERILE AQUEOUS SUSPENSION INJECTION
000093073,2018,METHYLPREDNISOLONE ACETATE
000093116,2010,CLEOCIN T SOLUTION
000093116,2018,CLINDAMYCIN PHOSPHATE
000093124,2009,CLEOCIN ADD VANTAGE INJECTION
000093124,2010,CLEOCIN PHOSPHATE INJECTION
000093124,2018,CLINDAMYCIN PHOSPHATE
000093169,2010,PROSTIN VR PEDIATRIC INJECTION
000093169,2018,ALPROSTADIL
000093329,2010,CLEOCIN T TOPICAL LOTION
000093329,2018,CLINDAMYCIN PHOSPHATE
000093331,2010,CLEOCIN T TOPICAL GEL
000093331,2018,CLINDAMYCIN PHOSPHATE
000093359,2010,PREPIDIL GEL
000093359,2018,DINOPROSTONE
000093375,2010,CLEOCIN PHOSPHATE IV SOLUTION
000093375,2018,CLINDAMYCIN PHOSPHATE
000093381,2010,CLEOCIN PHOSPHATE IV SOLUTION
000093381,2018,CLINDAMYCIN PHOSPHATE
000093382,2010,CLEOCIN PHOSPHATE IV SOLUTION
000093382,2018,CLINDAMYCIN PHOSPHATE
000093389,2010,SOLU MEDROL INJECTION
000093389,2013,METHYLPREDNISOLONE SODIUM SUCCINATE
000093447,2010,CLEOCIN PHOSPHATE INJECTION
000093447,2018,CLINDAMYCIN PHOSPHATE
000093448,2010,CLEOCIN CREAM VAGINAL
000093448,2018,CLINDAMYCIN PHOSPHATE
000093449,2010,GLYNASE PRESTAB TABLETS
000093449,2018,GLYBURIDE
000093475,2010,DEPO MEDROL INJECTABLE SUSPENSION
000093475,2010,DEPO MEDROL INJECTION
000093475,2018,METHYLPREDNISOLONE ACETATE
000093531,2010,VANTIN FOR ORAL SUSPENSION
000093531,2012,CEFPODOXIME PROXETIL
000093615,2010,VANTIN FOR ORAL SUSPENSION
000093615,2012,CEFPODOXIME PROXETIL
000093617,2010,VANTIN TABLETS
000093617,2012,CEFPODOXIME PROXETIL
000093618,2010,VANTIN TABLETS
000093618,2012,CEFPODOXIME PROXETIL
000093701,2010,CAVERJECT INJECTION SYSTEM
000093701,2018,ALPROSTADIL
000093778,2010,CAVERJECT INJECTION SYSTEMS
000093778,2016,ALPROSTADIL
000093794,2010,CORVERT INJECTION
000093794,2018,IBUTILIDE FUMARATE
000094541,2010,DETROL TABLETS
000094541,2018,TOLTERODINE TARTRATE
000094544,2010,DETROL TABLETS
000094544,2018,TOLTERODINE TARTRATE
000094709,2009,DEPO SUBQ PROVERA 104 INJECTABLE SOLUTION
000094709,2010,DEPO SUBQ PROVERA 104 INJECTABLE SUSPENSION
000094709,2018,MEDROXYPROGESTERONE ACETATE
000095012,2010,GLYSET TABLETS
000095012,2018,MIGLITOL
000095013,2010,GLYSET TABLETS
000095013,2018,MIGLITOL
000095014,2010,GLYSET TABLETS
000095014,2018,MIGLITOL
000095091,2010,ELLENCE SOLUTION INJECTION
000095091,2018,EPIRUBICIN HYDROCHLORIDE
000095093,2010,ELLENCE SOLUTION INJECTION
000095093,2018,EPIRUBICIN HYDROCHLORIDE
000095131,2010,CAVERJECT POWDER FOR INJECTION
000095131,2016,ALPROSTADIL
000095135,2010,ZYVOX LINEZOLID TABLETS
000095135,2010,ZYVOX TABLETS
000095135,2018,LINEZOLID
000095136,2010,ZYVOX ORAL SUSPENSION
000095136,2018,LINEZOLID
000095137,2010,ZYVOX LINEZOLID INJECTION
000095137,2018,LINEZOLID
000095139,2010,ZYVOX INJECTION
000095139,2017,LINEZOLID
000095140,2009,ZYVOX LINEZOLID INJECTION
000095140,2010,ZYVOX INJECTION
000095140,2018,LINEZOLID
000095176,2010,SOMAVERT KIT FOR SUBCUTANEOUS INJECTION
000095176,2018,PEGVISOMANT
000095178,2010,SOMAVERT KIT FOR SUBCUTANEOUS INJECTION
000095178,2018,PEGVISOMANT
000095180,2010,SOMAVERT KIT FOR SUBCUTANEOUS INJECTION
000095180,2018,PEGVISOMANT
000095181,2010,CAVERJECT IMPULSE POWDER FOR INJECTION
000095181,2018,ALPROSTADIL
000095182,2010,CAVERJECT IMPULSE ALPROSTADIL FOR INJECTION
000095182,2018,ALPROSTADIL
000095190,2010,DETROL LA CAPSULES EXTENDED RELEASE
000095190,2018,TOLTERODINE TARTRATE
000095191,2010,DETROL LA CAPSULES
000095191,2018,TOLTERODINE TARTRATE
000095400,2010,NICOTROL INHALER
000095400,2018,NICOTINE
000095401,2009,NICOTROL NS NASAL SPRAY BOTTLE
000095401,2010,NICOTROL NS NASAL SPRAY
000095401,2018,NICOTINE
000097224,2010,ATGAM INJECTION
000097224,2018,EQUINE THYMOCYTE IMMUNE GLOBULIN
000097376,2010,DEPO PROVERA CONTRACEPTIVE INJECTION
000097376,2018,MEDROXYPROGESTERONE ACETATE
000097529,2010,CAMPTOSAR INJECTION
000097529,2018,IRINOTECAN HYDROCHLORIDE
000097663,2010,AROMASIN TABLETS
000097663,2018,EXEMESTANE
000097667,2010,CLEOCIN VAGINAL OVULES
000097667,2018,CLINDAMYCIN PHOSPHATE
000097686,2010,CAVERJECT STERILE POWDER FOR INJECTION
000097686,2018,ALPROSTADIL
000130101,2010,AZULFIDINE TABLETS
000130101,2018,SULFASALAZINE
000130102,2010,AZULFIDINE EN TABS TABLETS
000130102,2018,SULFASALAZINE
000130132,2010,EMCYT CAPSULES
000130132,2018,ESTRAMUSTINE PHOSPHATE SODIUM
000131114,2010,CYKLOKAPRON INJECTION
000131114,2018,TRANEXAMIC ACID
000132150,2010,ESTRING VAGINAL RING
000132150,2018,ESTRADIOL
000132576,2010,IDAMYCIN PFS INJECTION
000132576,2018,IDARUBICIN HYDROCHLORIDE
000132586,2010,IDAMYCIN PFS INJECTION
000132586,2018,IDARUBICIN HYDROCHLORIDE
000132596,2010,IDAMYCIN PFS INJECTION
000132596,2018,IDARUBICIN HYDROCHLORIDE
000132626,2009,GENOTROPIN POWDER FOR INJECTION
000132626,2010,GENOTROPIN KIT
000132626,2010,SOMATROPIN INJECTION KIT
000132626,2018,SOMATROPIN
000132646,2009,GENOTROPIN POWDER FOR INJECTION
000132646,2010,GENOTROPIN KIT
000132646,2018,SOMATROPIN
000132649,2009,GENOTROPIN MINIQUICK
000132649,2010,GENOTROPIN INJECTION KIT
000132649,2010,SOMATROPIN INJECTION KIT
000132649,2018,SOMATROPIN
000132650,2009,GENOTROPIN MINIQUICK
000132650,2010,GENOTROPIN KIT
000132650,2018,SOMATROPIN
000132651,2009,GENOTROPIN MINIQUICK FOR INJECTION
000132651,2010,GENOTROPIN MINIQUICK KIT
000132651,2018,SOMATROPIN
000132652,2009,GENOTROPIN MINIQUICK
000132652,2010,GENOTROPIN MINIQUICK KIT
000132652,2010,SOMATROPIN KIT
000132652,2018,SOMATROPIN
000132653,2009,GENOTROPIN MINIQUICK
000132653,2010,SOMATROPIN INJECTION KIT
000132653,2018,SOMATROPIN
000132654,2009,GENOTROPIN MINIQUICK LYOPHILLIZED POWDER CHAMBERED CARTRIDGE
000132654,2010,GENOTROPIN KIT
000132654,2018,SOMATROPIN
